BB362	3900	1.961828
BB362	2124	2.213218
BB362	1753	1.912587
BB362	1628	2.257470
BB362	1470	2.270671
BB362	1361	2.232006
BB362	1271	2.539722
BB362	1139	2.746310
BB362	1097	2.237044
BB362	1083	2.368677
BB362	955	2.076667
BB362	819	2.518954
BB362	793	1.817073
BB362	768	2.201964
BB362	705	2.584615
BB362	641	2.690878
BB362	647	1.452703
BB362	593	1.881919
BB362	563	2.310811
BB362	572	3.243714
BB362	543	3.131148
BB362	507	2.103982
EC034	1059	4.590684
EC034	954	2.301446
EC034	821	3.808094
EC034	501	2.636771
EC034	2584	2.519186
EC034	1393	1.611484
EC034	1257	2.406822
EC034	1214	2.204487
EC034	987	1.699571
EC034	976	2.744843
EC034	915	1.523256
EC034	894	1.652794
EC034	868	1.378844
EC034	858	1.672010
EC034	780	1.702069
EC034	764	2.868829
EC034	739	2.049708
EC034	688	1.096273
EC034	679	1.844551
EC034	633	1.405676
EC034	637	1.565292
EC034	632	2.000000
EC034	618	1.769094
EC034	614	2.611807
EC034	609	0.908766
EC034	605	1.680000
EC034	601	2.157509
EC034	545	1.957935
EC034	570	1.526214
EC034	562	1.700197
EC034	543	1.699187
EC034	514	2.418655
EC034	515	1.719565
EC034	506	1.986696
EC034	505	1.615556
BB226	1394	1.920955
BB226	1248	2.001676
BB226	1189	2.679894
BB226	1046	3.810293
BB226	990	2.810695
BB226	655	1.600000
BB226	632	1.752166
BB226	545	2.536735
BB226	541	1.263374
BB226	538	1.677019
BB226	528	1.206681
BB226	500	1.836820
BB226	532	1.805031
BB226	525	1.763830
EC031	1829	1.816798
EC031	1728	2.075314
EC031	1681	2.186347
EC031	1565	1.854029
EC031	1490	2.078049
EC031	1075	2.346979
EC031	912	2.390898
EC031	853	2.558897
EC031	828	2.046572
EC031	810	2.251656
EC031	795	1.682432
EC031	776	1.919556
EC031	722	1.404798
EC031	710	2.074809
EC031	698	2.587326
EC031	680	1.924800
EC031	642	1.884157
EC031	630	2.098958
EC031	569	2.007782
EC031	568	2.962963
EC031	559	2.376984
EC031	557	1.603586
EC031	551	1.608871
EC031	547	2.235772
EC031	544	2.419223
EC031	533	2.159420
EC031	500	1.916854
BB226	844	2.745247
EC031	2385	1.804292
EC031	2238	2.058177
EC031	2021	2.070702
EC031	1997	1.923790
EC031	1750	2.397640
EC031	1707	2.518765
EC031	1686	2.212753
EC031	1645	2.138994
EC031	1537	2.274629
EC031	1480	2.418588
EC031	1482	1.951714
EC031	1465	2.787943
EC031	1400	2.496654
EC031	1321	2.074250
EC031	1311	1.820860
EC031	1270	1.832512
EC031	1173	1.902655
EC031	1179	2.352837
EC031	1154	3.110100
EC031	1099	1.687739
EC031	1076	2.191406
EC031	985	1.545550
EC031	990	2.441711
EC031	965	2.368132
EC031	937	1.814480
EC031	933	2.246014
EC031	882	1.968822
EC031	897	2.679290
EC031	891	1.592372
EC031	870	2.425767
EC031	859	2.268657
EC031	856	1.674157
EC031	828	2.522639
EC031	821	2.380519
EC031	817	2.965879
EC031	813	1.654856
EC031	793	0.968835
EC031	778	2.248963
EC031	771	1.949721
EC031	762	2.264498
EC031	759	1.851485
EC031	756	1.236805
EC031	725	2.092537
EC031	723	1.601796
EC031	719	2.828313
EC031	708	1.699847
EC031	702	1.761905
EC031	699	2.117829
EC031	693	3.606583
EC031	684	2.734499
EC031	679	1.371795
EC031	659	1.498344
EC031	641	1.950512
EC031	641	1.687713
EC031	633	2.427336
EC031	569	1.337478
EC031	610	2.583784
EC031	610	1.154955
EC031	602	2.014625
EC031	600	2.627523
EC031	598	2.320442
EC031	594	0.914657
EC031	590	2.089720
EC031	589	1.222846
EC031	572	1.332689
EC031	557	1.750996
EC031	549	1.587045
EC031	543	1.731707
EC031	543	2.942623
EC031	533	1.271967
EC031	533	1.127615
EC031	472	1.515991
EC031	517	1.621212
EC031	503	2.715217
EC031	508	1.461369
BB362	1136	2.094357
BB362	884	1.782871
BB362	572	2.023211
BB362	507	2.293217
BB226	1762	2.393500
BB226	1701	2.337174
BB226	1532	1.591093
BB226	1517	2.323529
BB226	1060	1.898507
BB226	1029	1.548255
BB226	954	2.210000
BB226	940	1.867797
BB226	811	2.109788
BB226	806	3.198402
BB226	798	1.694482
BB226	792	1.926730
BB226	710	1.925870
BB226	694	1.846034
BB226	677	2.003215
BB226	665	2.060065
BB226	663	1.549342
BB226	657	2.305648
BB226	638	1.957483
BB226	639	1.083761
BB226	628	2.171030
BB226	625	2.012281
BB226	586	1.165725
BB226	579	2.206107
BB226	564	1.642436
BB226	558	1.344488
BB226	555	1.876000
BB226	524	1.214737
BB226	528	1.181435
BB226	524	1.321962
BB226	509	1.033040
BB226	500	1.721348
EC034	2224	2.016099
EC034	1243	2.325758
EC034	1153	1.795082
EC034	1125	1.866355
EC034	1099	2.377033
EC034	1055	1.472000
EC034	969	1.474836
EC034	937	2.408163
EC034	934	1.486917
EC034	916	2.131243
EC034	895	2.080952
EC034	795	1.859459
EC034	773	1.937326
EC034	710	1.813070
EC034	698	1.286159
EC034	642	2.158433
EC034	638	1.939966
EC034	576	1.689060
EC034	559	2.765873
EC034	546	0.924644
EC031	2060	2.102244
EC031	1730	2.188544
EC031	1646	1.969202
EC031	1519	2.000000
EC031	1450	2.112545
EC031	1146	2.173236
EC031	1098	1.606903
EC031	951	1.434152
EC031	922	2.308133
EC031	881	2.331719
EC031	874	2.031746
EC031	827	2.047927
EC031	796	1.820513
EC031	792	1.203528
EC031	790	1.231293
EC031	749	3.259366
EC031	742	1.660844
EC031	736	1.524229
EC031	733	3.073746
EC031	724	2.313433
EC031	725	2.108955
EC031	720	3.870677
EC031	696	2.346334
EC031	672	2.328526
EC031	663	2.157895
EC031	649	1.466330
EC031	639	2.111486
EC031	638	1.288851
EC031	645	1.400000
EC031	643	2.234694
EC031	638	1.720412
EC031	630	1.554783
EC031	623	2.019366
EC031	617	1.177817
EC031	607	3.043478
EC031	595	2.198148
EC031	587	1.310150
EC031	582	1.766603
EC031	578	1.923518
EC031	568	2.194932
EC031	567	1.427734
EC031	550	2.038384
EC031	545	2.063265
EC031	542	1.728571
EC031	537	1.817427
EC031	529	2.079167
EC031	530	1.408421
EC031	529	2.008439
EC031	519	1.420601
EC031	519	2.043103
EC031	519	1.939655
EC031	518	2.313175
EC031	509	2.428571
EC031	509	1.381057
EC031	504	2.942094
EC031	501	2.823661
EC031	501	2.098655
EC031	500	1.289888
BB226	2219	1.605360
BB226	1731	1.879475
BB226	1474	2.105004
BB226	1383	1.671687
BB226	1264	1.726220
BB226	1168	1.947133
BB226	1167	2.392986
BB226	1039	1.495935
BB226	1037	2.625255
BB226	1027	2.042181
BB226	998	2.510074
BB226	980	2.275565
BB226	947	2.541480
BB226	895	1.702381
BB226	878	2.086270
BB226	836	2.035851
BB226	802	1.566265
BB226	794	1.627876
BB226	751	2.898449
BB226	763	1.762712
BB226	732	1.756955
BB226	726	1.994039
BB226	666	2.482815
BB226	660	2.044628
BB226	634	2.077720
BB226	603	1.328494
BB226	605	1.714545
BB226	598	1.939227
BB226	565	1.428295
BB226	561	1.098039
BB226	553	1.120482
BB226	539	1.280992
BB226	511	1.502174
BB226	514	1.433551
BB226	510	1.083516
BB362	1418	1.808651
BB362	1380	1.923019
BB362	1311	1.507166
BB362	1131	2.005556
BB362	1001	3.306316
BB362	973	2.128927
BB362	933	1.963554
BB362	904	1.343934
BB362	875	1.693902
BB362	819	1.743490
BB362	810	1.673280
BB362	798	1.590667
BB362	778	1.861148
BB362	801	2.191689
BB362	800	1.679195
BB362	775	1.676389
BB362	738	1.738686
BB362	731	1.840237
BB362	724	1.569507
BB362	718	1.206637
BB362	713	1.661094
BB362	696	1.404651
BB362	690	1.200942
BB362	675	2.306452
BB362	668	2.383361
BB362	664	2.551724
BB362	629	1.790941
BB362	628	1.109948
BB362	617	1.653025
BB362	605	2.756364
BB362	587	2.574906
BB362	577	2.446360
BB362	577	1.473180
BB362	572	1.938104
BB362	559	1.228175
BB362	554	1.547094
BB362	548	1.010121
BB362	526	1.220807
BB362	507	1.858079
BB362	502	2.118568
EC031	1849	2.464326
EC031	1707	2.226998
EC031	1583	2.543194
EC031	1433	1.535303
EC031	1289	1.769169
EC031	988	1.576635
EC031	986	2.380236
EC031	964	1.651265
EC031	957	2.650776
EC031	870	1.641718
EC031	845	1.650633
EC031	775	2.052778
EC031	770	1.302098
EC031	768	3.889201
EC031	758	2.091038
EC031	745	2.075362
EC031	739	1.954678
EC031	738	2.323572
EC031	737	2.061584
EC031	724	1.542348
EC031	724	3.394619
EC031	703	1.325617
EC031	688	2.101106
EC031	675	1.750000
EC031	608	2.509874
EC031	604	0.900722
EC031	593	1.767658
EC031	577	1.331418
EC031	565	1.837255
EC031	525	3.046809
EC031	517	1.859611
EC031	512	1.678337
EC031	509	1.903084
EC031	505	1.170732
EC031	503	1.520089
EC031	1445	2.252518
BB226	1863	2.256637
BB226	1847	2.721540
BB226	1697	3.149817
BB226	1507	2.650859
BB226	1229	2.062712
BB226	1171	2.271914
BB226	963	1.894273
BB226	946	1.593715
BB226	860	2.721739
BB226	683	6.547170
BB226	653	2.573579
BB226	536	1.058212
BB226	530	2.216842
EC034	1177	1.859180
EC034	1027	2.449588
EC034	757	1.992877
BB362	1074	3.292444
BB362	802	3.368842
BB362	764	2.872549
SCC477	851	1.434837
EC031	2083	2.143984
EC031	1842	2.574147
EC031	1751	2.723467
EC031	1592	2.778139
EC031	1430	2.533818
EC031	1260	2.138589
EC031	1249	2.042714
EC031	1222	2.088185
EC031	1143	1.988971
EC031	1102	1.829035
EC031	1083	1.382296
EC031	1050	3.405025
EC031	1037	2.032587
EC031	991	1.899471
EC031	974	2.216971
EC031	980	1.531892
EC031	970	1.750820
EC031	966	1.796926
EC031	946	1.659933
EC031	944	2.007865
EC031	882	2.151149
EC031	879	2.297330
EC031	864	3.023486
EC031	824	1.275683
EC031	807	1.765957
EC031	801	2.036193
EC031	776	2.836338
EC031	775	2.222222
EC031	743	2.155844
EC031	726	2.225037
EC031	707	2.596626
EC031	699	1.709627
EC031	697	1.763240
EC031	672	2.455429
EC031	644	1.835314
EC031	625	1.306087
EC031	618	1.932504
EC031	618	1.454707
EC031	598	1.267035
EC031	583	1.562500
EC031	535	1.993750
EC031	529	2.198312
EC031	520	1.569892
EC031	508	2.174292
EC031	512	1.704595
EC031	508	1.039735
BB362	2068	1.854446
BB362	1289	2.018639
BB362	1272	1.785538
BB362	1263	2.172185
BB362	1054	2.811812
BB362	1047	1.431452
BB362	1027	2.917695
BB362	848	1.991272
BB362	779	3.241713
BB362	634	2.246978
BB362	604	2.069217
BB362	582	1.248577
BB362	554	2.468938
BB362	534	1.016701
BB362	530	1.705263
BB362	513	2.454148
BB362	507	3.314159
BB226	1309	1.975591
BB226	1097	2.275432
BB226	915	2.839492
BB226	823	2.125000
BB226	1287	2.679383
BB226	1269	1.688633
BB226	1260	2.312964
BB226	1168	1.606631
BB226	1010	1.755463
BB226	972	1.873239
BB226	938	2.284258
BB226	716	1.384266
BB226	676	1.964573
BB226	646	1.548822
BB226	621	1.531802
BB226	615	1.148214
BB226	599	1.582721
BB226	586	2.221388
BB226	542	2.196565
BB226	568	1.937622
BB226	566	1.029354
BB226	553	1.319277
BB362	959	2.982301
BB362	842	2.792884
BB226	885	2.007229
BB226	839	1.844388
BB226	743	2.436963
BB226	617	2.389680
BB362	1626	2.164981
BB362	885	3.647482
BB362	642	1.528109
BB362	638	1.881647
BB362	598	2.012821
BB226	2005	1.880513
BB226	1587	1.706266
BB226	1309	2.651515
BB226	1004	1.919916
BB226	1001	2.097252
BB226	927	1.264908
BB226	883	2.707729
BB226	878	1.388350
BB226	793	2.111860
BB226	786	1.625171
BB226	726	2.716196
BB226	590	1.693161
BB226	576	1.754319
BB226	1987	2.885093
BB226	1712	2.460890
BB226	1380	1.743590
BB226	1357	1.960061
BB226	1277	2.764321
BB226	1274	2.244463
BB226	1206	1.867072
BB226	1127	2.742537
BB226	1114	2.392823
BB226	1031	2.753074
BB226	1027	2.162551
BB226	984	1.459634
BB226	968	2.252700
BB226	925	3.136054
BB226	870	2.892025
BB226	864	2.327565
BB226	841	2.489873
BB226	838	2.594388
BB226	819	2.878431
BB226	799	2.658602
BB226	738	1.826793
BB226	788	1.937244
BB226	757	1.888260
BB226	747	2.345376
BB226	733	1.401180
BB226	708	2.596358
BB226	696	1.084243
BB226	683	1.541401
BB226	681	1.670927
BB226	675	2.306452
BB226	674	2.352181
BB226	653	2.212375
BB226	651	1.942953
BB226	615	2.648214
BB226	607	2.655296
BB226	606	2.442831
BB226	582	1.781784
BB226	566	1.606654
BB226	557	1.912351
BB226	509	1.640969
BB362	1764	2.991223
BB362	1494	1.905490
BB362	1340	1.498054
BB362	1184	1.953056
BB362	1106	2.310181
BB362	1001	1.939873
BB362	971	2.173581
BB362	953	1.709354
BB362	882	2.251511
BB362	873	1.458435
BB362	857	1.875312
BB362	842	2.293520
BB362	841	1.923664
BB362	829	2.746770
BB362	817	2.009186
BB362	803	2.251337
BB362	778	2.232365
BB362	731	1.818047
BB362	727	2.196429
BB362	719	1.025602
BB362	715	2.133333
BB362	708	1.857798
BB362	689	3.091052
BB362	646	2.189103
BB362	656	2.772047
BB362	653	1.712375
BB362	645	2.033898
BB362	629	2.301038
BB362	621	1.728873
BB362	621	2.060071
BB362	614	2.259392
BB362	595	2.483333
BB362	542	1.363083
BB362	544	1.629857
BB362	534	3.582463
BB362	515	1.535032
BB362	519	1.726293
BB362	512	2.870897
BB362	487	2.508889
BB362	504	3.280624
SCC477	500	2.152809
BB226	1942	2.057368
BB226	819	2.876963
EC034	522	1.220557
EC034	505	1.608889
BB226	1946	1.874473
BB226	1150	1.934605
BB226	1094	2.167297
BB226	1016	1.804305
BB226	1051	1.703297
BB226	990	1.981818
BB226	767	2.288089
BB226	740	2.757664
BB226	688	1.688060
BB226	719	2.592481
BB226	696	1.468019
BB226	686	1.864139
BB226	655	1.233333
BB226	581	2.290875
BB226	522	2.488223
EC034	1906	2.598055
EC034	1168	2.362983
EC034	1115	2.329245
EC034	1070	1.426601
EC034	881	1.948068
EC034	681	1.220447
EC031	1615	1.817949
EC031	1381	1.590498
EC031	1251	2.205686
EC031	1145	2.037615
EC031	1092	2.797505
EC031	1092	2.756991
EC031	1054	2.205205
EC031	1040	1.700508
EC031	1031	1.947746
EC031	970	1.433443
EC031	944	1.962880
EC031	911	2.101266
EC031	845	1.182278
EC031	786	1.620865
EC031	836	2.487836
EC031	817	2.450131
EC031	781	1.461433
EC031	773	1.619444
EC031	767	1.789326
EC031	708	2.197587
EC031	709	1.587253
EC031	703	2.402778
EC031	639	1.610662
EC031	642	2.241908
EC031	642	1.182283
